item_type,date_extracted,source_file,image_url,creator,date,dig_format,phys_format,language,lc_call,lc_control,link,notes,rights,subject,summary,title
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.20483.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:20400:20483/full/pct:25/0/default.jpg#h=1028&w=1536,"Highsmith, Carol M., 1946-",2011 October.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 20483 (ONLINE) [P&P],2012630164,https://www.loc.gov/pictures/item/2012630164/,"The library shares a four-block-long strip of greenspace formed by Linwood Avenue on the east, Fayette Street on the south and Pulaski Highway sloping on the north. Adorned with benches and lush trees, Library Square is a small section of nature in an otherwise very urban area.; Title, date, subject note, and keywords provided by the photographer.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Purchase; Carol M. Highsmith; 2011; (DLC/PP-2011:182).; Forms part of the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Maryland--Baltimore.', 'America.', 'Enoch Pratt.', 'Libraries.', 'Maryland--Baltimore']",Not Found,"Patterson Park Branch of the Enoch Pratt Free Library System located on the eastern side of Library Square, Baltimore, Maryland"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.20497.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:20400:20497/full/pct:50/0/default.jpg#h=2395&w=2053,"Highsmith, Carol M., 1946-",2011 September.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 20497 (ONLINE) [P&P],2012630178,https://www.loc.gov/pictures/item/2012630178/,"Judge John Handley of Scranton, Pa. left $250,000 to open this Public Library. Architects J. Stewart Barney and Henry Otis Chapman of New York designed the building in the Beaux-Arts style. The building opened in 1913, and an addition was added in 1979. A complete renovation designed by Dennis Kowal Architects, was completed in 2001.; Title, date, subject note, and keywords provided by the photographer.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Purchase; Carol M. Highsmith; 2011; (DLC/PP-2011:182).; Forms part of the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Virginia--Winchester.', 'Handley Library', 'America', 'libraries', 'Virginia--Winchester']",Not Found,"Handley Library, Winchester, Virginia"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.24333.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:24300:24333/full/pct:50/0/default.jpg#h=1514&w=1207,"Highsmith, Carol M., 1946-",2013.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 24333 (ONLINE) [P&P],2013631511,https://www.loc.gov/pictures/item/2013631511/,"Title, date, and keywords provided by the photographer.; Credit line: The Jon B. Lovelace Collection of California Photographs in Carol M. Highsmith's America Project, Library of Congress, Prints and Photographs Division.; Gift; The Capital Group Companies Charitable Foundation in memory of Jon B. Lovelace; 2012; (DLC/PP-2012:063).; Forms part of: Jon B. Lovelace Collection of California Photographs in Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--California--Los Angeles.', 'Los Angeles Central Library.', 'Libraries.', 'America.', 'California--Los Angeles']",Not Found,"Tower of the Central Library, Los Angeles, California"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.29207.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:29200:29207/full/pct:25/0/default.jpg#h=1840&w=1228,"Highsmith, Carol M., 1946-",2014-05-25.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 29207 (ONLINE) [P&P],2014633407,https://www.loc.gov/pictures/item/2014633407/,"Title, date, and keywords based on information provided by the photographer.; Having outgrown its central library, the city library system built this one and opened it in 1982. It was one of the first libraries in the country to have an on-line catalog system and state-of-the-art audiovisual capabilities. The Library was renamed in 1986 in honor of J. Erik Jonsson, a former mayor who played a key role in its development.; Credit line: The Lyda Hill Texas Collection of Photographs in Carol M. Highsmith's America Project, Library of Congress, Prints and Photographs Division.; Gift; The Lyda Hill Foundation; 2014; (DLC/PP-2014:054).; Forms part of: Lyda Hill Texas Collection of Photographs in Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Texas--Dallas.', 'J. Erik Jonsson Central Library.', 'Libraries.', 'Dallas Central Library.', 'America.', 'Texas--Dallas']",Not Found,"The easily identifiable (thanks to its huge artistic sign) downtown J. Erik Jonsson Central Library, across from City Hall"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.31350.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:31300:31350/full/pct:25/0/default.jpg#h=1228&w=1642,"Highsmith, Carol M., 1946-",2015-04-29.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 31350 (ONLINE) [P&P],2015631425,https://www.loc.gov/pictures/item/2015631425/,"Title, date and keywords based on information provided by the photographer.; The town built the structure as a market house in 1800. In 1845 the International Order of Odd Fellows added the second story in exchange for a 999-year lease. After the town market closed in 1854, the town enclosed the stalls with brick exterior walls, and the building became a firehouse. In 1926, the Shepherdstown Women's Club obtained permission to use the building as a library, sharing the premises for some years with the town jail. The Shepherdstown Library, Inc. had the Odd Fellows' 999 year lease voided in 1962. A unique characteristic of the building remains the Odd Fellows' symbol of the Seeing Eye, peering at passersby from a semi-circular niche above the front door. Some say the eye moves.; Credit line: West Virginia Collection within the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Purchase; Carol M. Highsmith Photography, Inc.; 2015; (DLC/PP-2015:055).; Forms part of: West Virginia Collection within the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--West Virginia--Shepherdstown.', 'America', 'Shepherdstown Public Library', 'Public libraries', 'libraries', 'Shepherdstown Market House', 'Odd Fellows', 'West Virginia--Shepherdstown']",Not Found,"The public library in Shepherdstown, West Virginia"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.32720.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:32700:32720/full/pct:25/0/default.jpg#h=1029&w=1530,"Highsmith, Carol M., 1946-",2015-05-23.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 32720 (ONLINE) [P&P],2015632735,https://www.loc.gov/pictures/item/2015632735/,"Title, date and keywords based on information provided by the photographer.; The modernistic, five-story building offers views of the Arkansas Valley and historic Pueblo to the east, distant mountains such as Pikes Peak to the north, the Wet mountains to the west and Greenhorn and the Spanish peaks to the south. THe 109,000-square-foot facility was built on the site of the original library and retained a portion of it. It was designed by Albuquerque, New Mexico, architect Antoine Predock. Robert Hoag Rawlings was the longtime publisher of the local daily newspaper, the Pueblo Chieftain.; Credit line: Gates Frontiers Fund Colorado Collection within the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Gift; Gates Frontiers Fund; 2015; (DLC/PP-2015:068).; Forms part of: Gates Frontiers Fund Colorado Collection within the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Colorado--Pueblo.', 'America', 'Robert Hoag Rawlings', 'Robert Hoag Rawlings Public Library', 'Public libraries', 'libraries', 'Antoine Predock', 'Dusk shots', 'Colorado--Pueblo']",Not Found,"Dusk view of the Robert Hoag Rawlings Public Library, built from 2000 to 2003 in Pueblo, Colorado"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.34640.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:34600:34640/full/pct:25/0/default.jpg#h=1113&w=1602,"Highsmith, Carol M., 1946-",2015-09-07.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 34640 (ONLINE) [P&P],2017685123,https://www.loc.gov/pictures/item/2017685123/,"Title, date and keywords based on information provided by the photographer.; Credit line: Gates Frontiers Fund Wyoming Collection within the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Gift; Gates Frontiers Fund; 2015; (DLC/PP-2015:069).; Forms part of: Gates Frontiers Fund Wyoming Collection within the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Wyoming--Platte County--Guernsey.', 'America', 'Guernsey Branch Library', 'Public libraries', 'libraries', 'Wyoming--Platte County--Guernsey']",Not Found,"The Guernsey Branch Library, part of the Platte County library system, in Guernsey, a town in northeast Wyoming"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.36052.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:36000:36052/full/pct:25/0/default.jpg#h=1448&w=2172,"Highsmith, Carol M., 1946-",2015-09-30.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 36052 (ONLINE) [P&P],2017686535,https://www.loc.gov/pictures/item/2017686535/,"Title, date and keywords based on information provided by the photographer.; Credit line: Gates Frontiers Fund Colorado Collection within the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Gift; Gates Frontiers Fund; 2015; (DLC/PP-2015:068).; Forms part of: Gates Frontiers Fund Colorado Collection within the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Colorado--Conejos County--Antonito.', 'America', 'Library buildings', 'Colorado--Conejos County--Antonito']",Not Found,"Public library building in the town of Antonito in Conejos County, Colorado, near the New Mexico border"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.41101.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:41100:41101/full/pct:25/0/default.jpg#h=1448&w=2172,"Highsmith, Carol M., 1946-",2016-09-24.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 41101 (ONLINE) [P&P],2016631919,https://www.loc.gov/pictures/item/2016631919/,"Title, date and keywords based on information provided by the photographer.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Purchase; Carol M. Highsmith Photography, Inc.; 2016; (DLC/PP-2016:103-1).; Forms part of the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Indiana--Allen County--Fort Wayne.', 'America', 'Allen County Public Library', 'Public libraries', 'libraries', 'Indiana--Allen County--Fort Wayne']",Not Found,"Modernist stairway and bookstacks inside the Allen County Public Library in Fort Wayne, Indiana"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.42123.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:42100:42123/full/pct:25/0/default.jpg#h=1978&w=1398,"Highsmith, Carol M., 1946-",2016-10-15.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 42123 (ONLINE) [P&P],2016632941,https://www.loc.gov/pictures/item/2016632941/,"Title, date and keywords based on information provided by the photographer.; It is on loan from that museum for a period of two years while the facility, at the old Union Terminal train station, is being extensively renovated.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Purchase; Carol M. Highsmith Photography, Inc.; 2016; (DLC/PP-2016:103-4).; Forms part of the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Ohio--Hamilton County--Cincinnati.', 'America', 'Polar bears', 'Cincinnati Main Library', 'libraries', 'Polar bear exhibits', 'Ohio--Hamilton County--Cincinnati']",Not Found,"An upright polar bear in Cincinnati, Ohio not at the zoo, since it's stuffed, or at the city's Museum Center, which owns the specimen, but at Cincinnati's main library"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.43863.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:43800:43863/full/pct:25/0/default.jpg#h=2117&w=2822,"Highsmith, Carol M., 1946-",2017-06-05.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 43863 (ONLINE) [P&P],2017880767,https://www.loc.gov/pictures/item/2017880767/,"Title, date and keywords based on information provided by the photographer.; The former seat of the legislature, it still houses the offices of the governor of North Carolina governor and remains largely unchanged from its opening in 1840.; Purchase; Carol M. Highsmith Photography, Inc.; 2017; (DLC/PP-2016:103-7).; Forms part of: Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.; Credit line: Photographs in Carol M. Highsmith's America Project in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.",No known restrictions on publication.,"['United States--North Carolina--Wake County--Raleigh.', 'America', 'North Carolina Capitol', 'North Carolina capitol library', 'capitols', 'North Carolina--Wake County--Raleigh']",Not Found,Historic library in the North Carolina Capitol in Raleigh
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.48241.json,https://tile.loc.gov/image-services/iiif/service:pnp:highsm:48200:48241/full/pct:25/0/default.jpg#h=2380&w=1945,"Highsmith, Carol M., 1946-",2017-09-22.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 48241 (ONLINE) [P&P],2017884872,https://www.loc.gov/pictures/item/2017884872/,"Title, date and keywords based on information provided by the photographer.; Purchase; Carol M. Highsmith Photography, Inc.; 2017; (DLC/PP-2016:103-10).; Forms part of: Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.; Credit line: Photographs in Carol M. Highsmith's America Project in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.",No known restrictions on publication.,"['United States--New Hampshire--Tamworth.', 'America', 'Cook Memorial library', 'Public libraries', 'libraries', 'Queen Anne style', 'Charles Cook', 'New Hampshire--Tamworth']",Not Found,"The Cook Memorial Library, the public library of Tamworth, New Hampshire. The 1895 Queen Anne Victorian building began as a private ""social library"" established by Parson Samuel Hidden; the building was given to the village in memory of Charles Cook, a prominent local businessman and politician"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.49335.json,https://tile.loc.gov/storage-services/service/pnp/highsm/49300/49335v.jpg#h=618&w=1024,"Highsmith, Carol M., 1946-",2018-03-15.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 49335 (ONLINE) [P&P],2018663053,https://www.loc.gov/pictures/item/2018663053/,"Title, date and keywords based on information provided by the photographer.; Little Free Libraries, now found in thousands of American neighborhoods, are book repositories where anyone and everyone is invited to leave a book, or take one without charge. Befitting the neighborhood, the monster, created by Hirotsune Tashima and Jason Butler, is reading a poem entitled, ""The End of the Chapter"" by Paul Laurence Dunbar.; Title, date and keywords based on information provided by the photographer.; Purchase; Carol M. Highsmith Photography, Inc.; 2018; (DLC/PP-2018:005); Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.",No known restrictions on publication.,"['United States--Arizona--Tucson.', 'America', 'Little free libraries', 'Birdhouse libraries', 'Gila monster sculptures', 'Hirotsune Tashima', 'Jason Butler', 'Dunbar Spring neighborhood', 'Arizona--Tucson']",Not Found,"Even a sculpted gila monster appears to be into reading near a Little Free Library (also known as a ""birdhouse library"") in the modest Dunbar Spring neighborhood of Tucson, Arizona"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.50410.json,https://tile.loc.gov/storage-services/service/pnp/highsm/50400/50410v.jpg#h=558&w=1024,"Highsmith, Carol M., 1946-",2018-05-13.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 50410 (ONLINE) [P&P],2018698612,https://www.loc.gov/pictures/item/2018698612/,"Title, date and keywords based on information provided by the photographer.; Original caption spelled location as Skynomish.; Purchase; Carol M. Highsmith Photography, Inc.; 2018; (DLC/PP-2016:103-13); Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.",No known restrictions on publication.,"['United States--Washington (State)--King County--Skykomish.', 'America', 'Skykomish Public Library', 'libraries', 'Wenatchee National Forest', 'Washington (State)--King County--Skykomish']",Not Found,"You wouldn't guess that this is a public library, but it is, in the little Wenatchee National Forest town of [Skykomish], Washington"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.51772.json,https://tile.loc.gov/storage-services/service/pnp/highsm/51700/51772v.jpg#h=570&w=1024,"Highsmith, Carol M., 1946-",2018-07-14.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 51772 (ONLINE) [P&P],2018699890,https://www.loc.gov/pictures/item/2018699890/,"Title, date and keywords based on information provided by the photographer.; Purchase; Carol M. Highsmith Photography, Inc.; 2018; (DLC/PP-2018:052-1); Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.",No known restrictions on publication.,"['United States--Delaware--New Castle County--New Castle.', 'America', 'Route 9 Library and Innovation Center', 'Public libraries', 'Delaware--New Castle County--New Castle']",Not Found,"The Route 9 Library and Innovation Center in New Castle, Delaware, defines itself as ""a community learning and resource hub"""
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.53335.json,https://tile.loc.gov/storage-services/service/pnp/highsm/53300/53335v.jpg#h=1000&w=1024,"Highsmith, Carol M., 1946-",2018-09-20.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 53335 (ONLINE) [P&P],2019631085,https://www.loc.gov/pictures/item/2019631085/,"Architect is James A Wetmore and it was built in 1930. It is known as the Commerce Building.; Photographed as part of an assignment for the General Services Administration.; Title, date and keywords based on information provided by the photographer.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.; Purchase; Carol M. Highsmith; 2018; (DLC/PP-2017:162-8).; Forms part of: Photographs in the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--District of Columbia--Washington (D.C.)', 'Herbert Hoover Federal Building', 'Federal buildings', 'GSA', 'Commerce Building', 'James A. Wetmore', 'libraries', 'America', 'District Of Columbia--Washington (D.C.)']",Not Found,"Library. Herbert Hoover Federal Building located in downtown Washington, D.C."
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.60215.json,https://tile.loc.gov/storage-services/service/pnp/highsm/60200/60215v.jpg#h=741&w=1024,"Highsmith, Carol M., 1946-",2019-10-28.,still image,Digital photographs--Color--2010-2020.,english,LC-DIG-highsm- 60215 (ONLINE) [P&P],2020723718,https://www.loc.gov/pictures/item/2020723718/,"Title, date, and keywords based on information provided by the photographer.; Purchase; Carol M. Highsmith Photography, Inc.; 2019; (DLC/PP-2019:069).; Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Minnesota --Houston.', 'America', 'Houston Minnesota Public library', 'Public libraries', 'Minnesota --Houston']",Not Found,"The public library, with a creative book-themed facade, in the small city of Houston, Minnesota"
Item,2023-11-22,libraries/libs_metadata/item_metadata-highsm.64003.json,https://tile.loc.gov/storage-services/service/pnp/highsm/64000/64003v.jpg#h=768&w=1024,"Highsmith, Carol M., 1946-",2020-07-19.,still image,Digital photographs--Color--2020.,english,LC-DIG-highsm- 64003 (ONLINE) [P&P],2020722343,https://www.loc.gov/pictures/item/2020722343/,"Title, date, keywords, and additional description details based on information provided by the photographer.; The small city was named for Oliver Hazard Perry (and the surrounding county is Perry County). Perry was a prominent naval hero in the early years of the American nation, famous for popularizing another mariner's cry, ""Don't give up the ship.""; Purchase; Carol M. Highsmith Photography, Inc.; 2020; (DLC/PP-2020:047).; Forms part of Carol M. Highsmith's America Project in the Carol M. Highsmith Archive.",No known restrictions on publication.,"['United States--Kentucky --Perry County --Hazard.', 'America', 'Bookmobiles', 'Perry County Public Library', 'Oliver Hazard Perry', 'Kentucky --Perry County --Hazard']",Not Found,"An appropriately decorated ""Bookmobile"" bus belonging to the Perry County Public Library in Hazard, a coal town of 4,500 or so population in the hills of southeastern Kentucky"
Item,2023-11-22,libraries/libs_metadata/item_metadata-mrg.00432.json,https://tile.loc.gov/storage-services/service/pnp/mrg/00400/00432v.jpg#h=709&w=1024,"Margolies, John",2004.,still image,Slides--2000-2010.--Color,english,LC-MA05- 432 [P&P],2017702546,https://www.loc.gov/pictures/item/2017702546/,"Title, date and keywords based on information provided by the photographer.; Margolies categories: Libraries; Main Street.; Purchase; John Margolies 2007 (DLC/PP-2007:125).; Credit line: John Margolies Roadside America photograph archive (1972-2008), Library of Congress, Prints and Photographs Division.; General information about the John Margolies Roadside America photograph archive is available at http://hdl.loc.gov/loc.pnp/pp.mrg; Forms part of: John Margolies Roadside America photograph archive (1972-2008).","No known restrictions on publication. For more information, see ""John Margolies Roadside America Photograph Archive - Rights and Restrictions Information"" https://www.loc.gov/rr/print/res/723_marg.html","['Libraries--2000-2010.', 'United States--Idaho--Nampa.', 'Idaho--Nampa']",Not Found,"Nampa Public Library, 11th Avenue, Nampa, Idaho"
Item,2023-11-22,libraries/libs_metadata/item_metadata-mrg.00785.json,https://tile.loc.gov/storage-services/service/pnp/mrg/00700/00785v.jpg#h=697&w=1024,"Margolies, John",2004.,still image,Slides--2000-2010.--Color,english,LC-MA05- 785 [P&P],2017702899,https://www.loc.gov/pictures/item/2017702899/,"Title, date and keywords based on information provided by the photographer.; Margolies categories: Libraries; Main Street.; Purchase; John Margolies 2008 (DLC/PP-2008:109-1).; Credit line: John Margolies Roadside America photograph archive (1972-2008), Library of Congress, Prints and Photographs Division.; General information about the John Margolies Roadside America photograph archive is available at http://hdl.loc.gov/loc.pnp/pp.mrg; Forms part of: John Margolies Roadside America photograph archive (1972-2008).","No known restrictions on publication. For more information, see ""John Margolies Roadside America Photograph Archive - Rights and Restrictions Information"" https://www.loc.gov/rr/print/res/723_marg.html","['Libraries--2000-2010.', 'Galleries & museums--2000-2010.', 'United States--Montana--Billings.', 'Montana--Billings']",Not Found,"Parmly Billings Library (Western Heritage Center), angle 1, Montana Avenue, Billings, Montana"
Item,2023-11-22,libraries/libs_metadata/item_metadata-mrg.00788.json,https://tile.loc.gov/storage-services/service/pnp/mrg/00700/00788v.jpg#h=699&w=1024,"Margolies, John",2008.,still image,Slides--2000-2010.--Color,english,LC-MA05- 788 [P&P],2017702902,https://www.loc.gov/pictures/item/2017702902/,"Title, date and keywords based on information provided by the photographer.; Margolies categories: Libraries; Main Street.; Purchase; John Margolies 2008 (DLC/PP-2008:109-1).; Credit line: John Margolies Roadside America photograph archive (1972-2008), Library of Congress, Prints and Photographs Division.; General information about the John Margolies Roadside America photograph archive is available at http://hdl.loc.gov/loc.pnp/pp.mrg; Forms part of: John Margolies Roadside America photograph archive (1972-2008).","No known restrictions on publication. For more information, see ""John Margolies Roadside America Photograph Archive - Rights and Restrictions Information"" https://www.loc.gov/rr/print/res/723_marg.html","['Libraries--2000-2010.', 'United States--Wisconsin--Columbus.', 'Wisconsin--Columbus']",Not Found,"Library, Dickason Street, Columbus, Wisconsin"
Item,2023-11-22,libraries/libs_metadata/item_metadata-npcc.28724.json,https://tile.loc.gov/storage-services/service/pnp/npcc/28700/28724v.jpg#h=788&w=1024,Anonymous,[1919 or 1920],still image,Glass negatives.,english,LC-F82- 3682 [P&P],2016851550,//www.loc.gov/pictures/item/2016851550/,Title from unverified data provided by the National Photo Company on the negative or negative sleeve.; Date from negatives in same range.; Gift; Herbert A. French; 1947.; General information about the National Photo Company collection is available at http://hdl.loc.gov/loc.pnp/pp.npco; This glass negative might show streaks and other blemishes resulting from a natural deterioration in the original coatings.; Temp. note: Batch six.,"No known restrictions on publication. For more information, see National Photo Company Collection - Rights and Restrictions Information https://www.loc.gov/rr/print/res/275_npco.html","['United States--District of Columbia--Washington (D.C.)', 'District Of Columbia--Washington (D.C.)']",Not Found,"Reading room for blind, Library of Congress, [Washington, D.C.]"
Item,2023-11-22,libraries/libs_metadata/item_metadata-ppbd.00600.json,https://tile.loc.gov/storage-services/service/pnp/ppbd/00600/00600v.jpg#h=1024&w=765,"Sierra, Teri",2011 October.,still image,Not Found,english,Unprocessed in PR 13 CN 2015:076 [P&P],2015647967,https://www.loc.gov/pictures/item/2015647967/,"This catalog record contains preliminary data.; Title devised by Library staff.; One of two digital photographs from October 2011 showing several plastic tubs of reading material below a cardboard sign: ""The People's Library"" and plastic tubs of reading material, covered from the weather.; Gift; Teri Sierra; 2015; (DLC/PP-2015:076).",No known restrictions on publication.,None,Not Found,"The People's Library set up by the Occupy Wall Street protest movement in Zuccotti Park, New York City"
Item,2023-11-22,libraries/libs_metadata/item_metadata-ppmsca.15375.json,https://tile.loc.gov/storage-services/service/pnp/ppmsca/15300/15375v.jpg#h=1024&w=823,"Richardson, H. H. (Henry Hobson), 1838-1886",[ca.1886],still image,Photographic prints--1880-1890.,english,LOT 8908 [item] [P&P],2007684791,https://www.loc.gov/pictures/item/2007684791/,Title devised by Library staff.,No known restrictions on publication.,"['University of Vermont--Libraries--Facilities--1880-1890', 'Libraries--Vermont--Burlington--1880-1890.', 'Reading rooms--Vermont--Burlington--1880-1890.', 'Vermont--Burlington']",Not Found,"[Reading Room, Billings Memorial Library, University of Vermont, Burlington, Vermont]"
Item,2023-11-22,libraries/libs_metadata/item_metadata-ppmsca.15412.json,https://tile.loc.gov/storage-services/service/pnp/ppmsca/15400/15412v.jpg#h=779&w=1024,Anonymous,[between 1900 and 1905],still image,Photographic prints--1900-1910.,english,LOT 8908 [item] [P&P],2007684172,https://www.loc.gov/pictures/item/2007684172/,Title devised by Library staff.,No known restrictions on publication.,"['Public libraries--Pennsylvania--Pittsburgh--1900-1910.', 'Carnegie libraries--Pennsylvania--Pittsburgh--1900-1910.', 'Reading rooms--Pennsylvania--Pittsburgh--1900-1910.', 'Pennsylvania--Pittsburgh']","Photograph shows a reading room filled with children and young adults in the Pittsburgh, Pennsylvania, Carnegie library. Creating the first fully developed children's department in 1899 is one of the  historic milestones claimed by the Pittsburgh Carnegie Library.","[Carnegie library in Pittsburgh, Pennsylvania]"
Item,2023-11-22,libraries/libs_metadata/item_metadata-ppmsca.15426.json,https://tile.loc.gov/storage-services/service/pnp/ppmsca/15400/15426v.jpg#h=1024&w=822,Anonymous,c1895.,still image,Photographic prints--1890-1900.,english,U.S. GEOG FILE - Mass.--Boston--Public bldgs.--Library [item] [P&P],2007682033,https://www.loc.gov/pictures/item/2007682033/,"26619 U.S. Copyright Office.; 69479-B-1 U.S. Copyright Office.; Title from item.; Copyright 1895 by Charles Pollock, Boston.",No known restrictions on publication.,"['Boston Public Library.--1890-1900.', 'Libraries--Massachusetts--Boston--1890-1900.', 'Public libraries--Massachusetts--Boston--1890-1900.', 'Stairways--Massachusetts--Boston--1890-1900.', 'Massachusetts--Boston']",Photograph shows the staircase corridor at the main entrance of the Boston Public Library.,Main entrance. Boston Public Library
Item,2023-11-22,libraries/libs_metadata/item_metadata-ppmsca.18016.json,https://tile.loc.gov/storage-services/service/pnp/ppmsca/18000/18016v.jpg#h=755&w=1024,Detroit Photographic Co.,c1902.,still image,Photochrom prints--Color.,english,"LOT 13923, no. 208 [item] [P&P]",2008678216,https://www.loc.gov/pictures/item/2008678216/,"Copyright 1902 by Detroit Photographic Co.; Title from item.; Title on inventory list: Library of Congress.; Similar image in LOT 12659 (LC-USZC4-12221).; Detroit Publishing Co. no. ""53209"".; Forms part of: Photochrom Print Collection.; More information about the Photochrom Print Collection is available at http://hdl.loc.gov/loc.pnp/pp.pgz",No known restrictions on publication.,"['Library of Congress Thomas Jefferson Building (Washington, D.C.)', 'Libraries.', 'United States--Washington (D.C.).', 'Washington (D.C.)']",Not Found,"The Library of Congress, Washington"
